ID,Name,Age,Gender,City,Country,CreditCard,FullAddress,UserSignUpDate,UserLastPurchaseDate,UserStatus,UserTotalPurchases,UserSegment,UserLocation,UserSourceType,UserLastLoginDate,UserPurchaseFrequency,Product Name,Category,Subcategory,Price,Date_Purchase,Quantity,Rating,Comment
246,Danielle Chen,150,F,Port Daniel,Slovenia,2297336877290722,"60896 Clark Manors Suite 006, Palmerville, SC 98326",2022-02-17,2023-07-14,Active,12,High Value,West Harold,Paid Ads,2023-08-25,Yearly,ComfortChair,Furniture,Chair,-63,2023-07-15,10,1,Finally site return.
931,Christine Mathews,150,F,Tonychester,San Marino,5398051342935139,"94699 Monica Route, Marcusberg, AS 28100",2022-04-30,2023-04-20,Churned,4,Occasional Shopper,North Sarahshire,Referral,2023-05-13,Yearly,UltraSpeaker,Electronics,Speaker,656,2020-12-09,-1,-1,He agent clear under.
775,Wendy Flynn,-3,M,Parkerport,Mali,2239082940603951,"188 Murphy Drives, Port Jennifer, ME 97994",2022-02-01,2022-10-27,Churned,10,Frequent Shopper,Bensonmouth,Paid Ads,2023-04-29,Yearly,TastyBeverages,Grocery,Beverages,347,2022-10-20,0,6,Land move can source different.
552,Kevin Miller,0,F,Lake Lindseychester,Australia,2459248663967443,"852 Michael Wall, Ellisonside, TN 15426",2022-05-30,2023-06-21,Active,8,Frequent Shopper,West Jeffreyside,Referral,2023-06-24,Yearly,Non-fictionTales,Books,Non-fiction,-3,2021-09-04,-2,5,Half information rather.
89,Jason Davis,150,F,Lake Jeremy,Barbados,2244769142396920,"734 Dominguez Square Apt. 518, South Ashlee, NJ 44822",2023-05-12,2023-05-14,Churned,13,High Value,North Christineton,Organic Search,2023-07-11,Yearly,ProShirt,Clothing,Shirt,-100,2021-02-08,10,-1,Fire work sea necessary.
192,Calvin Smith,83,M,West Christina,Dominican Republic,2597191652827462,"30158 Krueger Fields, Lake Kathryn, NV 02831",2022-08-30,2022-12-20,Churned,4,Occasional Shopper,Shortborough,Organic Search,2023-05-20,Yearly,TastySnacks,Grocery,Snacks,-50,2020-09-23,9,0,Tend next according oil.
1296,Jill Hogan,97,F,Lake Rebecca,Svalbard & Jan Mayen Islands,2234970910181138,"PSC 4507, Box 1506, APO AA 73181",2022-02-12,2023-05-23,Churned,14,High Value,East Gregory,Referral,2023-08-04,Yearly,TastyBeverages,Grocery,Beverages,830,2022-10-09,-5,5,Rock house for every good.
1475,Joseph Simmons,150,M,South Robertmouth,New Zealand,2285568226174199,"521 Heidi Mills Apt. 549, Lake Wanda, CT 66190",2022-11-28,2023-08-18,Active,1,Occasional Shopper,North Tonyaburgh,Paid Ads,2023-08-18,Monthly,PhoneMaster,Electronics,Phone,-38,2022-09-07,-1,6,Ground along take thank anything.
1086,Frederick Ward,2,M,Taylorshire,Dominica,2718423015652020,"53883 David Village Apt. 299, Brianburgh, GU 29842",2023-02-28,2023-07-02,Active,8,Frequent Shopper,Lake Georgechester,Paid Ads,2023-08-12,Yearly,TablePlus,Furniture,Table,91,2022-05-18,-2,5,Walk many he group rock policy kid.
436,Nathan Pitts,150,F,Georgeview,Iran,2298225216257246,"177 Jennifer Run, Russoside, ME 67119",2022-01-09,2022-06-06,Churned,12,High Value,Collinsburgh,Paid Ads,2022-11-18,Rarely,JacketFits,Clothing,Jacket,-35,2021-08-23,2,3,Paper author ready weight far.
1004,Chad Adkins,150,F,New Robert,Korea,2222388034051208,"40628 Lindsey Place Apt. 425, Laurafurt, WV 65899",2022-01-20,2022-11-05,Churned,9,Frequent Shopper,South Daniel,Referral,2023-04-07,Yearly,JacketFits,Clothing,Jacket,-90,2021-09-29,5,2,Community wonder morning them stock because.
941,Jamie Malone,5,M,Davisside,Namibia,5328032362405240,"886 Mary Vista, Tammyfurt, VA 03600",2022-07-26,2022-12-01,Churned,13,High Value,Phillipsberg,Paid Ads,2022-12-18,Yearly,ChairPlus,Furniture,Chair,914,2023-07-05,5,1,Politics health late former today left step.
651,Allison Hernandez,39,F,Carlton,Djibouti,2253162737745842,"36706 Gary Track, Nicholsfurt, NC 01169",2022-04-21,2022-05-04,Churned,10,Frequent Shopper,South April,Organic Search,2023-01-27,Rarely,ComfortTable,Furniture,Table,486,2023-05-28,0,1,Why media rock grow scientist training dark.
962,Michele Fox,58,F,Lake Tammy,Switzerland,2237060173047528,"92226 Parker Stream, West Brian, KS 12787",2021-10-14,2023-01-10,Churned,2,Occasional Shopper,Ericstad,Paid Ads,2023-02-23,Yearly,TablePlus,Furniture,Table,882,2022-09-21,-2,1,Inside anyone material action.
146,Leah Cervantes,2,M,East Logan,Guyana,2710098040072671,"7917 Nelson Cliffs Suite 174, East Teresa, MO 35942",2021-12-12,2022-05-22,Churned,9,Frequent Shopper,Jasonburgh,Referral,2023-01-15,Rarely,FreshVegetables,Grocery,Vegetables,-84,2020-11-29,8,0,Pretty field tonight serve attack.
118,Heather Hodge,-1,F,North Natalie,Guadeloupe,2450733341993597,"2561 Thompson Street Suite 703, Jonesshire, MA 90426",2022-06-26,2022-07-15,Churned,6,Frequent Shopper,New Thomasmouth,Paid Ads,2022-10-25,Rarely,SofaPlus,Furniture,Sofa,850,2023-02-20,-4,6,After last call environment even TV.
996,Lisa Ward,3,F,Meyerhaven,Saint Pierre and Miquelon,2278762632070583,"34498 Holloway Views, Port Marcton, MD 17469",2021-09-17,2022-11-02,Churned,14,High Value,North Roberto,Referral,2023-05-13,Yearly,ComfortSofa,Furniture,Sofa,-60,2020-11-28,6,4,Rate level country upon main all personal.
1439,Samantha Myers,0,F,Lake Melanieborough,Libyan Arab Jamahiriya,2707321928454042,"50180 Chang Knolls Apt. 192, Cohenchester, SD 54381",2022-09-23,2023-03-21,Churned,10,Frequent Shopper,Tinaborough,Paid Ads,2023-05-22,Yearly,TastyBeverages,Grocery,Beverages,-8,2020-10-17,9,6,Subject race camera leave against majority look.
533,Kyle Klein,11,M,Mcintyremouth,Nepal,2241610077557867,"7693 Shepherd Loaf Suite 881, South Elizabeth, ID 97449",2022-11-30,2023-01-04,Churned,14,High Value,South Daniel,Referral,2023-07-08,Yearly,ShirtWear,Clothing,Shirt,-20,2023-04-10,10,2,View lot discussion machine week.
862,Geoffrey Smith,150,F,West Lisa,Guernsey,2268941822636419,"37310 Hernandez Flat Apt. 377, Heathermouth, ND 83400",2022-08-10,2022-08-28,Churned,6,Frequent Shopper,North Emily,Organic Search,2023-04-04,Yearly,ComfortTable,Furniture,Table,-16,2021-09-11,-1,1,Car cause sometimes paper in.
802,Jeffrey Murray,150,M,Jacksonmouth,Cyprus,2367880911099289,"2054 Anderson Route, South Benjaminburgh, SD 18980",2023-01-08,2023-03-24,Churned,10,Frequent Shopper,Lake Carrieton,Paid Ads,2023-03-31,Yearly,ShirtFits,Clothing,Shirt,-29,2022-06-29,-1,4,Usually seek he.
1016,Samantha Anderson,3,F,Pughmouth,Lao People's Democratic Republic,2266435856877884,"3063 Watts Springs, Lake Markland, SC 27988",2022-03-03,2023-06-27,Active,4,Occasional Shopper,North Marthahaven,Paid Ads,2023-07-08,Yearly,TablePlus,Furniture,Table,-11,2021-02-27,8,5,Including year image raise floor success.
1063,Mary Baker,-3,F,Smithberg,Montenegro,5295750747722828,"84929 John Brook, New Christopher, MS 86310",2022-05-27,2023-02-21,Churned,9,Frequent Shopper,Hendersonhaven,Organic Search,2023-03-07,Yearly,FreshBeverages,Grocery,Beverages,308,2021-05-18,-2,2,Already PM oil allow feel because.
1157,Arthur Bailey,22,M,Katherinemouth,Peru,2274740612092029,"1398 Justin Way Apt. 056, Martinville, GU 48610",2023-02-18,2023-05-03,Churned,8,Frequent Shopper,North Elizabeth,Organic Search,2023-08-06,Yearly,FictionTales,Books,Fiction,786,2022-01-15,-4,0,Policy point according hear common mission section about.
1114,Justin Gonzalez,150,M,Scottmouth,Algeria,2292802834009450,"0500 Murphy Vista Suite 137, Tinamouth, ND 15382",2023-07-24,2023-08-19,Active,7,Frequent Shopper,Kellieberg,Referral,2023-08-24,Monthly,The Art of Non-fiction,Books,Non-fiction,336,2021-07-21,4,2,Care mouth moment enjoy.
897,Allison Maddox,-2,F,North Ashley,South Georgia and the South Sandwich Islands,5291733513576044,"PSC 7456, Box 1213, APO AP 80753",2022-02-07,2022-05-03,Churned,8,Frequent Shopper,Doughertystad,Paid Ads,2022-12-03,Rarely,SnacksBurst,Grocery,Snacks,712,2022-12-15,7,-1,Describe community involve offer.
1028,Jonathan Wood,3,F,Lake Jessica,Grenada,2297960649339978,"11250 Rodriguez Canyon Apt. 263, New Karen, GU 59097",2021-11-25,2022-12-15,Churned,12,High Value,West Susan,Referral,2023-02-18,Yearly,JacketFits,Clothing,Jacket,-45,2021-01-13,-4,2,Usually camera authority when leave contain.
26,Sean Tucker,-2,M,North Jesse,Netherlands Antilles,5310169921857907,"3032 Dillon Prairie Suite 506, South Christopherside, VI 87253",2022-07-06,2022-07-22,Churned,1,Occasional Shopper,Williamville,Paid Ads,2023-04-10,Rarely,ComfortChair,Furniture,Chair,-63,2022-06-20,-3,5,Night sometimes behavior.
676,Paige Morrison,40,F,East John,San Marino,2231998548107046,"2762 Karen Manors, Millerchester, KS 16281",2022-09-26,2023-02-01,Churned,15,High Value,West Donnastad,Referral,2023-08-06,Yearly,EducationalGuide,Books,Educational,-98,2020-09-10,0,0,Physical military approach Democrat beat year accept go.
14,Frank Reyes,19,M,Bakermouth,Taiwan,2297357514861600,"577 Randy Prairie Suite 749, Lake Alexandra, NE 80977",2022-12-22,2023-06-18,Active,7,Frequent Shopper,East Stephenfurt,Organic Search,2023-06-22,Yearly,ChairPlus,Furniture,Chair,-34,2023-01-12,-2,4,Over offer remember.
500,Jason Brady,150,M,Wendyfurt,United Kingdom,2275195969942871,"99052 Scott Inlet Suite 351, South Samuelside, CO 70701",2023-07-26,2023-08-03,Active,4,Occasional Shopper,North Jessica,Referral,2023-08-24,Monthly,,Books,Non-fiction,-78,2021-08-06,1,2,Certainly performance compare grow door police resource.
887,Jason Macdonald,29,F,Brookeshire,Mozambique,2265046122267981,"9712 Albert Villages, New Brittanymouth, DE 20516",2022-02-19,2023-08-12,Active,14,High Value,West David,Organic Search,2023-08-22,Monthly,FreshSnacks,Grocery,Snacks,699,2023-07-28,-1,0,Agency bit condition several detail air.
82,Adam Woods,150,F,Nicholasmouth,Liberia,5323295217659031,"691 Brandon Radial Apt. 991, New Thomasmouth, KS 42714",2021-09-24,2022-08-23,Churned,11,High Value,Matthewton,Organic Search,2022-11-26,Rarely,MegaPhone,Electronics,Phone,132,2022-06-20,10,1,Own say purpose.
353,Brittany Greene,150,M,East Denise,Malta,5351637195434231,"2698 Lee Trace Suite 319, Port Kimberly, NE 66503",2022-05-18,2022-10-31,Churned,8,Frequent Shopper,Brianstad,Paid Ads,2022-11-29,Yearly,ComfortSofa,Furniture,Sofa,-31,2023-04-13,3,1,Quite forget affect force like war.
1274,Peter Pierce,34,M,Gillespietown,Zambia,5550816368254886,"798 Garza Throughway, Buchananhaven, VT 48619",2022-07-12,2023-07-09,Active,7,Frequent Shopper,Derekshire,Organic Search,2023-07-27,Yearly,JacketFits,Clothing,Jacket,-88,2023-07-02,10,1,Group radio successful attention.
1409,Elizabeth Cruz,150,F,Shawnbury,Netherlands,2268879169356417,"060 Kim Course, West Marktown, AR 03263",2022-03-06,2023-08-17,Active,8,Frequent Shopper,Lake Jason,Paid Ads,2023-08-24,Monthly,ShirtWear,Clothing,Shirt,-80,2021-02-24,2,-1,Provide list camera any owner.
1194,Michelle Jones,-5,M,Carlbury,Switzerland,2362208868497592,"201 Keller Extensions, South Joannetown, FL 29493",2022-09-17,2023-05-22,Churned,1,Occasional Shopper,Melissafort,Referral,2023-06-22,Yearly,ComfortTable,Furniture,Table,-10,2022-10-06,-4,6,Major baby off arm authority.
600,Margaret Cannon,1,M,Port Justintown,Mismatched Country,2692381619351946,"704 Garcia Common, Hayesborough, PR 16248",2021-09-05,2022-03-16,Churned,13,High Value,Danielbury,Paid Ads,2022-08-23,Rarely,,Books,Non-fiction,604,2022-05-01,3,2,Either any consumer about.
875,Angela Jones,150,M,Port Caitlin,Svalbard & Jan Mayen Islands,2719948010454344,"31949 King Groves, East Zacharyshire, NM 33882",2021-10-14,2022-03-22,Churned,4,Occasional Shopper,Port Anthony,Paid Ads,2023-06-29,Rarely,ProShirt,Clothing,Shirt,-18,2022-12-02,5,-1,Whether add its usually.
273,Cynthia Evans,150,F,Chungport,Venezuela,5339928049287587,"Unit 6270 Box 5722, DPO AE 90479",2022-01-26,2022-10-15,Churned,9,Frequent Shopper,North Sarahshire,Referral,2023-04-14,Yearly,ComfortTable,Furniture,Table,-14,2021-12-29,-1,1,Something others pressure seven indicate leader clear.
912,Amy Thomas,150,F,South Jasonchester,Bolivia,5485776799620339,"1790 Howell Heights, Spencertown, AL 48883",2023-04-19,2023-06-18,Active,3,Occasional Shopper,New Sergiotown,Organic Search,2023-06-28,Yearly,MegaPhone,Electronics,Phone,575,2020-11-10,-2,5,Must notice fine anyone arrive key.
684,Michael Sanchez,150,F,Briannaton,Portugal,2272367583185566,"026 Deborah Brook Apt. 084, East Kimberly, TX 65153",2023-07-18,2023-08-11,Active,10,Frequent Shopper,South Tyler,Referral,2023-08-14,Monthly,JacketWear,Clothing,Jacket,60,2022-11-10,2,3,Once safe around listen use worry.
1115,Nicholas Adams,-3,F,South Tanyaborough,Peru,2404521366418633,"824 Baxter Way, East Dillonville, IL 33362",2022-10-03,2023-05-22,Churned,11,High Value,Brooksview,Organic Search,2023-08-08,Yearly,ShirtFits,Clothing,Shirt,244,2020-09-15,-3,1,Left hope trouble relate.
466,Karen Garza,5,F,Port Gary,Reunion,2264723698339714,"843 Donald Lock Suite 986, Zacharyberg, OH 79330",2022-09-12,2022-11-12,Churned,7,Frequent Shopper,South Jerrychester,Referral,2023-02-28,Yearly,ChairDeluxe,Furniture,Chair,861,2021-12-27,7,1,Deep interest hand wife.
1374,Jennifer Daniels,35,F,New Jacob,Serbia,5391503550470073,"786 Cathy Ville, Jessemouth, WV 16124",2022-04-08,2023-01-30,Churned,13,High Value,Santiagoview,Paid Ads,2023-06-10,Yearly,PhoneMaster,Electronics,Phone,-28,2022-04-25,6,5,Glass ok box Mrs police bad.
1436,Spencer Murphy,37,M,Taylorton,Bulgaria,2282944085939399,"USNV Smith, FPO AE 79106",2021-11-19,2023-08-15,Active,7,Frequent Shopper,Hawkinsshire,Paid Ads,2023-08-20,Monthly,TastyBeverages,Grocery,Beverages,-29,2022-01-06,-4,4,Exactly treat general these film whose hit.
662,Melissa Lee,94,M,Port James,Finland,2480334502726282,"56095 Nicholas Unions Suite 213, Haleymouth, SC 59836",2022-08-29,2023-04-14,Churned,6,Frequent Shopper,Lake Paul,Organic Search,2023-08-04,Yearly,SofaPlus,Furniture,Sofa,604,2023-01-02,-1,6,Low exactly before threat difficult.
938,James Leonard,150,F,Thomasside,Hungary,2236438941448833,"96160 Jack Mountain, Lake Adam, OK 42300",2022-05-16,2022-06-19,Churned,9,Frequent Shopper,Buckbury,Referral,2023-07-31,Rarely,PantsWear,Clothing,Pants,249,2020-09-10,9,0,Another fact charge risk really tend he.
447,Lisa Fields,-2,F,Samanthamouth,Costa Rica,2353565735277262,"719 Alvarado Creek, South Karaview, AS 05448",2022-05-14,2022-07-12,Churned,9,Frequent Shopper,Lake Matthew,Paid Ads,2023-01-10,Rarely,MegaLaptop,Electronics,Laptop,853,2020-12-22,-2,3,Line series before base hundred generation thousand whatever.
371,Brandon Tate,5,M,New Nicoleberg,Oman,5539466381239104,"662 Turner Garden Suite 631, Patrickville, DE 72236",2021-11-08,2022-06-06,Churned,15,High Value,Lake Holly,Organic Search,2022-12-18,Rarely,The Art of Educational,Books,Educational,-48,2023-08-19,-3,0,Meet voice accept ago student.
557,Paul Brown,150,M,East Christineside,Somalia,2711797431336491,"8273 Perez Track Apt. 574, Amybury, DC 09886",2022-03-26,2023-01-28,Churned,14,High Value,Aaronbury,Paid Ads,2023-06-26,Yearly,TastyVegetables,Grocery,Vegetables,949,2021-09-21,-3,4,Something learn face resource put church building PM.
854,Emily Nguyen,150,F,Cassandramouth,Taiwan,2244305161387373,"873 David Plains, Gregoryton, NJ 85458",2022-10-21,2023-08-06,Active,15,High Value,Vincenthaven,Paid Ads,2023-08-25,Monthly,PhonePro,Electronics,Phone,325,2021-08-14,-3,1,Of here support join Mrs issue.
1054,Christopher Jensen,62,F,Nicholasshire,Anguilla,2707282085879787,"752 Johnston Forges, Codyhaven, MS 52275",2023-02-24,2023-04-17,Churned,8,Frequent Shopper,Lake Maryburgh,Organic Search,2023-08-10,Yearly,SnacksBurst,Grocery,Snacks,722,2022-09-05,10,-1,Easy least fill serve production situation.
271,Donald Pennington,23,M,North Amberburgh,United Arab Emirates,5220721301860411,"84980 Jason Prairie, South Roy, MN 56169",2022-08-25,2023-07-22,Active,9,Frequent Shopper,Vancebury,Referral,2023-08-23,Yearly,ShirtWear,Clothing,Shirt,81,2022-11-05,8,3,Network practice plant bring protect data.
605,Rhonda Montgomery,150,F,Port Bobby,Saint Barthelemy,2265937576326416,"670 Ronald Dam Apt. 925, Michaelborough, WY 30451",2023-02-03,2023-03-14,Churned,9,Frequent Shopper,Lake Andrewtown,Organic Search,2023-05-26,Yearly,PhonePro,Electronics,Phone,-89,2022-10-29,10,4,Majority possible visit nearly my not.
449,Thomas Mcbride,150,F,South Michaelmouth,Tuvalu,2260027965432432,"202 Ann Shores, Port Adam, PA 87104",2023-06-15,2023-08-19,Active,8,Frequent Shopper,New Amanda,Referral,2023-08-20,Monthly,EducationalGuide,Books,Educational,-77,2023-05-07,-3,5,Research have over.
1408,Janet Harvey,-3,F,North Brittany,Palestinian Territory,2282394277305233,"8525 Karen Squares, North Veronicafurt, IN 79741",2021-12-20,2022-12-02,Churned,3,Occasional Shopper,East Matthew,Paid Ads,2023-02-14,Yearly,ComfortTable,Furniture,Table,679,2023-04-12,-2,0,Group air drive need.
523,Janice Alvarado,150,M,Williamstown,Netherlands Antilles,5455543501389090,"3093 Flores Junctions, Lesliemouth, AL 60240",2023-06-19,2023-07-25,Active,4,Occasional Shopper,East Cynthiaburgh,Paid Ads,2023-08-23,Yearly,TableDeluxe,Furniture,Table,-72,2021-11-27,-1,3,Imagine into help look.
214,Brian Martinez,150,F,Marquezland,China,2250864831339769,"07048 Newman View Suite 000, Pattersonville, IN 16068",2022-11-25,2023-02-16,Churned,7,Frequent Shopper,East Melissa,Referral,2023-05-06,Yearly,ProJacket,Clothing,Jacket,67,2022-05-09,-1,-1,Room security these address while different.
344,Isaiah Ruiz,41,M,East Mariahaven,Mongolia,2720771315549080,"389 Nguyen Rest Suite 238, East Victor, MA 88382",2023-06-25,2023-08-07,Active,4,Occasional Shopper,New Andrew,Paid Ads,2023-08-18,Monthly,TablePlus,Furniture,Table,-45,2022-07-11,6,4,Cup add tend approach.
838,Andrew Young,1,F,Davisfort,Iran,2509740096073989,"0009 Smith Plains Apt. 793, Shellyland, SD 63997",2022-08-26,2023-05-30,Active,4,Occasional Shopper,New Andreafort,Paid Ads,2023-06-14,Yearly,JacketFits,Clothing,Jacket,-74,2022-12-31,9,2,Start million federal.
1302,Destiny Quinn,4,M,South Roger,Mauritius,5536864523833847,"61844 Dunn Turnpike, Elizabethport, MI 97071",2023-05-16,2023-06-11,Active,4,Occasional Shopper,South Amberborough,Organic Search,2023-06-25,Yearly,SpeakerPro,Electronics,Speaker,625,2022-08-09,4,6,Wait follow beyond big.
147,Joseph Palmer,150,F,East Evantown,Poland,2279516299521539,"8532 King Green Suite 363, Lake Melanie, MI 44778",2021-11-23,2023-08-04,Active,4,Occasional Shopper,East Evelynhaven,Referral,2023-08-19,Monthly,PantsFits,Clothing,Pants,-92,2021-02-14,9,6,Generation now whom difficult.
1453,Craig Powell,150,M,North Joshuashire,Lesotho,2510024471675255,"07856 Holloway Villages Apt. 573, West Derektown, VA 58237",2021-10-15,2023-07-11,Active,2,Occasional Shopper,Andreaborough,Paid Ads,2023-07-14,Yearly,ShirtWear,Clothing,Shirt,-42,2020-09-24,-2,3,Politics participant eye word later others provide.
1127,Grant Cooper,-5,F,Erikabury,Equatorial Guinea,2526614910838548,"245 Michael Highway, East Barbara, TN 97936",2022-01-06,2023-06-21,Active,5,Occasional Shopper,East Jessicahaven,Paid Ads,2023-07-04,Yearly,LaptopMaster,Electronics,Laptop,668,2022-06-09,0,4,Job one interesting.
723,Steven Perez,53,M,Lopezmouth,Gibraltar,5135935764173682,"797 Phillips Circle Apt. 334, Samuelfurt, OR 86848",2022-09-21,2023-03-23,Churned,6,Frequent Shopper,West Christopher,Paid Ads,2023-04-16,Yearly,PantsFits,Clothing,Pants,197,2021-05-25,-4,2,Picture wear discover stock establish.
412,Tina Bailey,41,M,Susanburgh,Liberia,5200955801432735,"81185 Ramirez Meadows, Matthewstad, ME 62473",2023-06-26,2023-07-17,Active,6,Frequent Shopper,Martinezshire,Referral,2023-07-21,Yearly,BeveragesBurst,Grocery,Beverages,121,2021-11-19,4,1,Pick attack majority phone.
688,Travis Schultz,66,M,New Melodyport,Nauru,2252207003367507,"USNS Hall, FPO AP 60696",2022-08-08,2023-06-20,Active,15,High Value,Port Audrey,Organic Search,2023-08-08,Yearly,TastyBeverages,Grocery,Beverages,-23,2021-03-14,9,5,Home available however book.
1339,David Williams,81,F,Josephshire,Vietnam,2720566596778998,"1661 Price Field, New Daleport, LA 30443",2023-02-05,2023-05-21,Churned,12,High Value,Lake Tina,Organic Search,2023-05-25,Yearly,EducationalGuide,Books,Educational,829,2021-10-16,-2,4,Concern as hotel Mr news book chair similar.
783,Kelly Martinez,150,F,Amandatown,South Africa,2447440569450062,"49076 David Expressway Suite 174, East Sara, AK 58259",2023-01-02,2023-08-06,Active,1,Occasional Shopper,Grantport,Paid Ads,2023-08-24,Monthly,SofaDeluxe,Furniture,Sofa,-22,2020-09-24,1,1,Get market treatment husband tend keep may.
342,Marvin Jensen,89,F,Rogerschester,Seychelles,2706361597857076,"4986 Jacobson Ford Suite 266, North Jenniferhaven, FM 69766",2022-10-08,2022-12-22,Churned,12,High Value,North Michelleton,Referral,2023-03-09,Yearly,FreshBeverages,Grocery,Beverages,553,2023-07-01,-4,0,Produce low tend bill.
947,Rebecca Walsh,150,M,South Jacob,Tajikistan,5578617282282567,"827 Hurley Fork Suite 845, Garretthaven, PA 50965",2022-12-09,2022-12-17,Churned,13,High Value,Jeffreyfort,Referral,2022-12-20,Yearly,Non-fictionGuide,Books,Non-fiction,620,2021-03-28,3,3,Environment allow as simply several audience.
747,Renee Hayes,-4,F,North Karenborough,Cocos (Keeling) Islands,5269689876498002,"PSC 2192, Box 6171, APO AA 09110",2022-01-07,2023-08-10,Active,1,Occasional Shopper,New Bridgetmouth,Referral,2023-08-18,Monthly,JacketWear,Clothing,Jacket,-17,2021-02-08,9,6,Miss itself ago smile face similar.
173,Shawn Spencer,150,F,North Cristianland,Zimbabwe,2720915926272893,"5195 Long Trafficway Apt. 813, Meganton, ND 39958",2023-08-25,2023-08-25,Active,1,Occasional Shopper,Edwardsland,Paid Ads,2023-08-25,Monthly,FreshVegetables,Grocery,Vegetables,-1,2023-01-15,-2,5,Call unit space.
733,Matthew Ortiz,80,F,North Ian,Malta,2253995047456331,"5806 Adams Manor Suite 176, Tommyview, NC 96144",2023-03-08,2023-08-14,Active,1,Occasional Shopper,Williamsfort,Organic Search,2023-08-18,Monthly,JacketFits,Clothing,Jacket,625,2020-10-30,-4,4,Several computer you such mention soldier material born.
377,Janet Mathis,150,F,New Alexander,Benin,2268000938600890,"395 Jennifer Loaf Suite 807, Ashleeland, VI 27861",2022-10-25,2023-04-09,Churned,10,Frequent Shopper,Mariabury,Referral,2023-07-17,Yearly,Non-fictionTales,Books,Non-fiction,-43,2021-01-15,6,3,Strategy song skin stop call specific.
1030,Harold Singh,150,M,Port Antonio,Costa Rica,2702793797566822,"198 Dennis Shoal, East Robertville, ND 60530",2022-07-14,2023-08-22,Active,13,High Value,New Joshua,Paid Ads,2023-08-25,Monthly,ShirtFits,Clothing,Shirt,-76,2022-10-15,0,2,Itself those now around instead audience him.
738,Cynthia Martinez,5,M,East Eugenestad,French Polynesia,2244890701488377,"USCGC Brennan, FPO AA 83470",2022-04-09,2023-01-18,Churned,6,Frequent Shopper,Gordonport,Organic Search,2023-05-23,Yearly,SpeakerPro,Electronics,Speaker,292,2023-06-21,-3,1,Ball become happy party describe provide.
305,Lauren Johnson,150,F,Kathryntown,Bahrain,2240416869751499,"09531 Evans Island, East Kristina, DE 42880",2022-04-07,2023-03-16,Churned,14,High Value,Lake Hannahburgh,Paid Ads,2023-05-16,Yearly,LaptopPro,Electronics,Laptop,54,2023-01-17,0,4,Real book drug human up record number.
543,Jennifer Wallace,150,F,Garciaton,Netherlands Antilles,5526715579629160,"7337 Julie Lane, West Jennifer, PW 77245",2023-05-13,2023-06-21,Active,1,Occasional Shopper,Williammouth,Referral,2023-07-11,Yearly,Non-fictionTales,Books,Non-fiction,285,2023-07-29,2,4,Experience sort several explain good positive event mind.
1065,Mark Anderson,150,F,Denisemouth,Russian Federation,2441052781592310,"2988 Porter Center, South Brandonton, MN 32107",2022-09-04,2022-12-09,Churned,11,High Value,Lake Michaelchester,Paid Ads,2023-05-28,Yearly,MegaPhone,Electronics,Phone,319,2020-09-25,-3,6,Officer both lawyer professor paper method.
52,Catherine Williams,34,F,Kaylahaven,Belize,2250955786031557,"293 Hernandez Garden Apt. 720, Skinnerhaven, WV 55470",2022-12-28,2023-06-18,Active,10,Frequent Shopper,Bucktown,Referral,2023-08-03,Yearly,EducationalGuide,Books,Educational,264,2021-07-25,5,-1,Level business then kitchen between film word.
18,Andrea Freeman,17,F,Roweshire,Cyprus,5195243583158209,"4789 Jensen Dale, East Hunter, UT 94647",2022-07-03,2022-09-22,Churned,5,Occasional Shopper,New Megan,Referral,2022-10-31,Yearly,The Art of Non-fiction,Books,Non-fiction,966,2022-04-01,-2,4,Bill technology sure president two set.
285,Taylor Ward,150,M,Stevetown,Ethiopia,2716790482965644,"2474 Wilkinson Trafficway Suite 810, South Louis, VI 83959",2022-06-07,2023-08-06,Active,8,Frequent Shopper,Skinnerberg,Paid Ads,2023-08-24,Monthly,SpeakerMaster,Electronics,Speaker,525,2023-07-03,-3,2,Trial work cause action clear increase field.
221,Jose Willis,3,M,Sanchezstad,Palestinian Territory,2299686416035519,"PSC 5270, Box 3322, APO AA 79905",2022-10-29,2023-06-25,Active,6,Frequent Shopper,New Leslie,Organic Search,2023-07-09,Yearly,ComfortTable,Furniture,Table,740,2022-08-27,-3,6,Wife production method.
1045,Timothy Combs,-4,F,West Juliefort,Sweden,2222828875717151,"25735 Ashley Prairie Apt. 020, West Taylor, OH 47887",2022-11-10,2023-05-22,Churned,14,High Value,Hollyberg,Organic Search,2023-08-24,Yearly,SpeakerPro,Electronics,Speaker,-66,2022-07-25,1,1,Until participant less rich might.
1131,Faith Murphy,93,F,Nelsonfurt,Marshall Islands,2257402574544312,"832 Pratt Lock, Brownborough, AR 22127",2023-07-12,2023-08-11,Active,6,Frequent Shopper,Mitchellburgh,Organic Search,2023-08-24,Monthly,ProJacket,Clothing,Jacket,904,2020-11-11,5,6,Light least building near guess on reality.
22,Edward Munoz,3,F,East Wesley,Bangladesh,5421270250842290,"4478 Allison Pine, Ellenstad, NV 35691",2023-03-27,2023-06-16,Active,8,Frequent Shopper,Donovanport,Referral,2023-06-25,Yearly,VegetablesBurst,Grocery,Vegetables,22,2023-01-01,-3,4,Thing interview though begin call may.
